,id,customer_id,plan,plan_quantity,plan_unit_price,plan_amount,billing_period,billing_period_unit,status,created_at,cancelled_at,mrr
478,74fda2f1cb,f44d9eb681,individual-yearly,1,54.0,54.0,1,year,active,2018-12-14 16:22:59,,450.0
479,10273c6de3,d632bf818c,trial-daily,100,,,1,week,cancelled,2020-10-28 01:21:44,2020-10-28 01:29:24,0.0
480,1eb8a6243a,aa4d2b162d,individual-monthly,1,5.0,5.0,1,month,cancelled,2018-12-14 16:12:32,2019-02-07 11:05:41,0.0
481,3f310150f5,61017f574b,familia-monthly,1,15.0,15.0,1,month,active,2019-11-22 02:12:09,,1500.0
482,90d30f73af,fd935f69fa,familia-monthly,1,15.0,15.0,1,month,cancelled,2018-12-14 16:23:19,2020-05-13 17:27:20,0.0
483,b1ad67fded,6ef8c06893,familia-monthly,1,15.0,15.0,1,month,cancelled,2018-12-14 16:30:06,2019-12-07 08:10:14,0.0
484,28981201b1,9717408497,individual-yearly,1,54.0,54.0,1,year,active,2020-12-17 13:17:01,,450.0
485,68e63bef55,79acf31f81,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-10-02 15:15:54,2020-12-11 15:16:01,0.0
486,3369b2de4a,d169ae46a3,familia-yearly,1,162.0,162.0,1,year,cancelled,2019-07-17 17:08:01,2020-01-13 19:26:54,0.0
487,dbdf194d8c,8fec1730d7,trial-daily,100,,,1,week,cancelled,2020-08-29 18:52:39,2020-09-12 18:53:26,0.0
488,86b6f3412c,3e076e9a3d,individual-monthly,1,5.0,5.0,1,month,cancelled,2018-12-14 16:24:45,2019-12-23 00:27:54,0.0
489,bd2404ec5b,1a1a995342,individual-monthly,1,5.0,5.0,1,month,active,2018-12-14 16:30:59,,500.0
490,be17952a84,3a9da0c428,familia-yearly,1,162.0,162.0,1,year,active,2019-08-29 16:12:56,,1350.0
491,63ae50184c,21072e1424,individual-monthly,1,5.0,5.0,1,month,cancelled,2018-12-14 16:27:52,2020-04-04 07:32:52,0.0
492,496b0189fd,3bbab5ebdd,individual-monthly,1,5.0,5.0,1,month,active,2020-11-25 20:07:01,,150.0
493,7996c53e99,771363a395,trial-daily,30,,,1,week,cancelled,2019-09-03 19:08:49,2019-09-17 18:28:57,0.0
494,b2f07bdc0d,5b17f5b79d,empresa-yearly,28,15.36,430.08,1,year,active,2018-12-14 16:21:54,,3584.0
495,09aa24392a,0709bb1921,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-04-30 20:45:18,2019-07-09 21:45:22,0.0
496,7e9bf0f315,d660b8007e,individual-monthly,1,5.0,5.0,1,month,cancelled,2020-09-26 01:52:07,2021-01-04 01:52:13,0.0
497,87c41229e8,4ec63a88fe,individual-monthly,1,5.0,5.0,1,month,cancelled,2018-12-05 18:36:43,2019-07-05 19:36:44,0.0
498,e6c4033433,13636304cf,nonprofit-yearly,15,10.8,162.0,1,year,active,2018-12-14 16:14:09,,1350.0
499,6110a2451f,4ce44c3554,familia-monthly,1,15.0,15.0,1,month,active,2018-12-14 16:15:24,,1500.0
500,b5483e1136,dc5ecc9021,trial-daily,35,,,1,week,cancelled,2019-09-12 20:24:59,2019-10-01 23:16:02,0.0
501,15f6928adc,b1724047f3,individual-monthly,1,5.0,5.0,1,month,cancelled,2018-12-14 16:23:20,2019-12-23 18:41:25,0.0
502,797ab02b86,347e6f7674,trial-daily,30,,,1,week,cancelled,2018-12-13 17:07:09,2018-12-19 17:47:21,0.0
503,120c6bdba6,ba29cddfd5,individual-monthly,1,5.0,5.0,1,month,cancelled,2018-12-02 02:11:24,2019-12-30 02:21:37,0.0
504,51217fff9f,397e3a8940,individual-monthly,1,5.0,5.0,1,month,cancelled,2020-03-14 11:49:36,2020-03-14 12:03:44,0.0
505,68326bb39e,6f9e521683,individual-monthly,1,5.0,5.0,1,month,cancelled,2020-07-31 16:01:37,2020-09-09 15:01:40,0.0
506,80bc35ad0d,d920dd38f0,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-05-30 17:47:37,2019-09-08 16:47:41,0.0
507,2dfdaa9d68,7c18005e06,familia-yearly,1,162.0,162.0,1,year,active,2018-12-14 16:24:36,,1350.0
508,96be364211,22803a81a0,trial-daily,100,,,1,week,cancelled,2020-06-24 21:24:10,2020-07-09 20:26:39,0.0
509,63699cf03c,f0181b8556,trial-daily,50,,,1,week,cancelled,2020-02-25 20:15:15,2020-03-03 20:25:53,0.0
510,480afe2c31,b461851484,individual-monthly,1,5.0,5.0,1,month,cancelled,2018-12-14 16:28:53,2020-05-07 07:02:52,0.0
511,d985bf5e4d,cc1c03e290,individual-monthly,1,5.0,5.0,1,month,active,2020-12-15 01:10:35,,250.0
512,a057b783f1,441c713414,familia-yearly,1,162.0,162.0,1,year,cancelled,2019-04-29 17:32:45,2020-04-19 02:44:29,0.0
513,0823978552,974f5614c4,free-yearly,50,,,1,year,cancelled,2020-04-29 02:00:47,2020-04-29 02:04:24,0.0
514,fb0e2b51e7,a94278a751,empresa-yearly-4,130,42.91,5578.3,4,year,active,2020-10-13 20:03:54,,11622.0
515,d5e1f75064,db1f95a353,individual-monthly,1,5.0,5.0,1,month,active,2020-11-05 19:32:56,,150.0
516,20b08fc1a8,79a9342f74,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-12-31 03:02:23,2020-02-18 16:06:57,0.0
517,f4a9f52ed2,1c3b62d2a3,familia-monthly,1,15.0,15.0,1,month,cancelled,2020-03-12 14:38:11,2020-04-21 14:38:14,0.0
518,edce05c570,213814b1fc,individual-monthly,1,5.0,5.0,1,month,active,2018-12-14 16:31:20,,500.0
519,302329d623,519a04f2cf,empresa-yearly,10,16.2,162.0,1,year,cancelled,2019-04-25 19:11:08,2020-04-25 19:11:12,0.0
520,f6da648fa7,064da2663f,trial-daily,100,,,1,week,cancelled,2020-09-29 03:32:33,2020-10-13 03:32:59,0.0
521,71358ac940,4cbebbedf1,individual-monthly,1,5.0,5.0,1,month,active,2018-12-14 16:16:23,,500.0
522,706f4947d4,82b121aef8,free-yearly,50,,,1,year,active,2020-06-07 14:16:35,,0.0
523,97d71eee8d,e82921d0ec,individual-monthly,1,5.0,5.0,1,month,active,2018-12-14 16:21:46,,500.0
524,4315e8ec86,47a15cd6f0,familia-yearly,1,162.0,162.0,1,year,active,2018-12-10 21:58:41,,1350.0
525,18cdb49ad6,191c0c5b1f,familia-yearly,1,162.0,162.0,1,year,active,2019-08-06 10:57:36,,1350.0
526,c9281f0699,4463e251ac,trial-daily,1,,,1,week,cancelled,2019-06-03 21:30:38,2019-06-03 21:32:07,0.0
527,7a3c640484,ec51ea389a,familia-yearly,1,162.0,162.0,1,year,active,2020-04-14 14:41:49,,1350.0
528,8d27155617,82f9713d6d,individual-yearly,1,54.0,54.0,1,year,active,2020-12-11 22:19:33,,450.0
529,19c0034f60,d24828f947,individual-yearly,1,54.0,54.0,1,year,cancelled,2019-11-15 16:05:00,2020-11-19 20:19:10,0.0
530,ae35258525,b43d65166c,individual-yearly,1,54.0,54.0,1,year,cancelled,2019-01-13 16:17:35,2021-01-08 17:33:44,0.0
531,ba5d3443c7,32530ba0f5,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-04-28 13:00:08,2019-08-23 06:43:46,0.0
532,b21e53ed85,753eb86893,familia-yearly,1,162.0,162.0,1,year,active,2018-12-14 16:33:14,,1350.0
533,c8a3ec5549,8e456c26d0,free-yearly,50,,,1,year,active,2020-07-17 17:40:56,,0.0
534,55e2efc036,cbfbd7e40f,nonprofit-yearly,625,9.3,5812.5,1,year,active,2019-10-10 19:48:47,,48438.0
535,ef563adfda,7e659fd659,empresa-monthly,25,2.0,50.0,1,month,cancelled,2018-11-30 19:43:07,2019-02-26 13:58:32,0.0
536,3d70a68935,ce9938c9a8,familia-monthly,1,15.0,15.0,1,month,active,2020-02-07 09:24:57,,1500.0
537,a60f1d9d71,e0260a5485,individual-monthly,1,5.0,5.0,1,month,active,2018-12-14 16:26:21,,500.0
538,d1ee8ce5b3,6ee461e3c0,empresa-yearly,40,21.6,864.0,1,year,active,2019-07-03 17:15:19,,7200.0
539,c6ee256d43,ac4e4738f0,empresa-yearly,500,10.11,5055.0,1,year,active,2019-02-19 13:39:10,,42125.0
540,c7cd4d304f,03da99bcc9,individual-yearly,1,54.0,54.0,1,year,active,2020-11-20 09:08:19,,450.0
541,cf78c999bb,1cd38864e5,familia-monthly,1,15.0,15.0,1,month,active,2020-06-11 21:28:23,,1500.0
542,5b4ea265bd,c2d1a2618d,nonprofit-yearly,12,11.49,137.88,1,year,active,2018-12-14 16:16:34,,1149.0
543,8f1770b216,e85471fd2e,individual-yearly,1,54.0,54.0,1,year,active,2020-06-01 11:44:05,,450.0
544,1d7723a3df,fbda9ea7c9,individual-monthly,1,5.0,5.0,1,month,active,2018-12-14 16:24:37,,500.0
545,4817ec8cdf,d6904289bb,familia-monthly,1,15.0,15.0,1,month,active,2018-12-14 16:21:14,,1500.0
546,f458a16267,490aa21ece,trial-daily,100,,,1,week,cancelled,2020-12-18 19:00:09,2021-01-01 19:00:34,0.0
547,8ebdb60f62,f8449d7c4e,individual-monthly,1,5.0,5.0,1,month,cancelled,2020-07-23 07:28:25,2020-09-01 06:28:29,0.0
548,12c0a3ee19,62d155a64e,familia-yearly,1,162.0,162.0,1,year,active,2019-08-20 18:16:53,,1350.0
549,03e5977a6f,1c45b35933,free-yearly,50,,,1,year,active,2020-05-06 21:38:55,,0.0
550,998436e85f,b484a978f1,individual-yearly,1,54.0,54.0,1,year,active,2020-10-09 08:12:12,,450.0
551,e2d776dee5,92341976f0,familia-yearly,1,162.0,162.0,1,year,active,2018-12-14 16:18:22,,1350.0
552,ae1cfba11f,f6372b2036,free-yearly,50,,,1,year,cancelled,2020-04-06 15:04:09,2020-05-15 15:52:02,0.0
553,d49e0fa6fa,361722aee7,individual-monthly,1,5.0,5.0,1,month,active,2020-10-15 19:28:04,,500.0
554,453f59c6bf,fbe5b8fc41,empresa-yearly-2,25,38.4,960.0,2,year,cancelled,2019-02-19 13:39:13,2020-09-14 09:26:59,0.0
555,aed9288283,75bf3b6b04,familia-monthly,1,15.0,15.0,1,month,active,2018-12-14 16:14:02,,1500.0
556,65df94252b,feb0128009,trial-daily,100,,,1,week,in_trial,2021-01-08 15:03:31,2021-01-22 15:20:03,
557,227676741d,f80da140d2,individual-monthly,1,5.0,5.0,1,month,cancelled,2018-12-14 16:12:14,2018-12-24 03:00:12,0.0
558,ae48e097e1,aea72eb6f5,trial-daily,15,,,1,week,cancelled,2020-07-17 16:41:46,2020-07-31 16:41:48,0.0
559,8cbdfac45c,0f518a0aa3,familia-yearly,1,162.0,162.0,1,year,active,2018-12-14 16:18:29,,1350.0
560,1c5581ad8f,ba6fc0959c,empresa-yearly,800,9.51,7608.0,1,year,active,2019-02-19 13:38:54,,63400.0
561,2e67406faa,cdb90f9ac2,individual-monthly,1,5.0,5.0,1,month,active,2020-10-02 19:33:12,,500.0
562,98fb9363a0,130386bf48,trial-daily,30,,,1,week,cancelled,2019-07-03 15:48:29,2019-07-10 15:34:53,0.0
563,21c5f897a1,790120655d,individual-monthly,1,5.0,5.0,1,month,cancelled,2020-03-19 00:41:26,2020-06-28 01:41:31,0.0
564,b8608be261,0796d69c08,familia-monthly,1,15.0,15.0,1,month,active,2018-12-14 16:26:53,,1500.0
565,3e2d04482c,fb8125ef60,individual-monthly,1,5.0,5.0,1,month,cancelled,2020-06-02 14:42:27,2020-08-11 13:42:30,0.0
566,9fc2fbcf61,aa411d0579,individual-monthly,1,5.0,5.0,1,month,cancelled,2018-12-14 16:14:02,2018-12-30 03:00:08,0.0
567,22a462a703,78c576457a,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-08-20 19:10:51,2020-07-29 20:10:55,0.0
568,f0e7729341,2da139ae8a,empresa-monthly,100,1.33,133.0,1,month,active,2018-12-14 16:32:31,,13300.0
569,8e6fc82e1d,103b0e4299,individual-monthly,1,5.0,5.0,1,month,active,2020-10-12 10:54:05,,500.0
570,3f092326f7,94e7c87c84,individual-yearly,1,54.0,54.0,1,year,active,2019-09-13 19:58:53,,450.0
571,c602a523d6,14ef0a3552,trial-daily,30,,,1,week,cancelled,2019-02-22 18:42:18,2019-03-04 15:46:23,0.0
572,d7ed216286,c0753ba8d3,free-yearly,50,,,1,year,active,2020-05-04 14:53:35,,0.0
573,1af40ea226,fa40e351ef,familia-monthly,1,15.0,15.0,1,month,active,2018-12-14 16:29:59,,1500.0
574,d6bf0a4cf3,b215a4a961,nonprofit-yearly,2500,5.17,12925.0,1,year,cancelled,2019-10-30 14:46:58,2019-11-21 20:52:47,0.0
575,56c07ac69c,8a8a70c3c9,familia-monthly,1,15.0,15.0,1,month,active,2018-12-14 16:13:35,,1500.0
576,62daa5847b,7a80af3db9,trial-daily,100,,,1,week,cancelled,2020-11-03 21:12:23,2020-11-17 21:14:06,0.0
577,9447d9eb02,8cea504fc0,trial-daily,100,,,1,week,cancelled,2020-11-28 14:26:53,2020-12-12 14:36:27,0.0
578,e85a781773,bc9583b61b,empresa-monthly,20,2.0,40.0,1,month,active,2020-12-10 19:14:17,,4000.0
579,4a322d7a4d,f39079f38e,empresa-yearly,18,21.6,388.8,1,year,active,2019-01-22 21:31:16,,3240.0
580,ab8a55c13e,b70f906c8f,trial-daily,100,,,1,week,cancelled,2020-11-23 22:03:47,2020-12-07 22:04:28,0.0
581,4503ac4653,f93ff22c58,individual-yearly,1,54.0,54.0,1,year,cancelled,2019-12-21 15:47:04,2020-12-16 10:16:05,0.0
582,1cc8c1139f,ffd663e2fd,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-05-07 05:48:00,2019-05-08 15:01:17,0.0
583,19c3da677f,e72366144d,free-yearly,50,,,1,year,active,2020-04-16 22:37:03,,0.0
584,22934aee70,c615ae2183,empresa-yearly,6,17.97,107.82,1,year,active,2018-12-14 16:28:11,,899.0
585,44ac44bd3d,74ad9c02d3,free-yearly,50,,,1,year,active,2020-06-07 03:43:53,,0.0
586,415e0fdd60,ef6a9e268a,individual-monthly,1,5.0,5.0,1,month,cancelled,2018-12-14 16:18:39,2019-02-28 03:00:18,0.0
587,4c3f04ea1f,4ceba74c45,familia-monthly,1,15.0,15.0,1,month,cancelled,2020-03-16 01:05:42,2020-05-25 02:05:44,0.0
588,0529efe73f,a94278a751,trial-daily,100,,,1,week,cancelled,2020-09-10 17:47:41,2020-09-24 17:47:44,0.0
589,dcb7c6f8e1,daa7d7ed53,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-11-28 01:37:55,2019-12-22 11:56:08,0.0
590,56696decce,985468228b,familia-monthly,1,15.0,15.0,1,month,active,2020-03-04 17:14:20,,1500.0
591,1710aeaf19,00b282d8f3,individual-monthly,1,5.0,5.0,1,month,cancelled,2018-12-14 16:19:33,2019-01-13 14:16:26,0.0
592,96de205e4c,eb09c7efb4,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-08-27 16:45:00,2019-11-05 16:45:04,0.0
593,daac12e567,90e35965eb,individual-monthly,1,5.0,5.0,1,month,active,2020-10-29 19:39:37,,500.0
594,2ebd3b36ad,e9e3e6153b,familia-monthly,1,15.0,15.0,1,month,active,2018-12-14 16:22:48,,1500.0
595,bbbc89855b,64834c009c,free-yearly,50,,,1,year,active,2020-06-07 02:38:17,,0.0
596,5e7c5fd106,113e5ec5f0,empresa-yearly,10,16.2,162.0,1,year,cancelled,2019-09-25 18:01:17,2019-09-25 18:16:31,0.0
597,c0fff17267,2228205d42,familia-monthly,1,15.0,15.0,1,month,active,2018-12-14 16:32:53,,1500.0
598,87453a010b,10be076d76,familia-yearly,1,162.0,162.0,1,year,cancelled,2018-12-14 16:25:06,2020-05-31 04:01:05,0.0
599,814206cc80,9a2054f37b,familia-monthly,1,15.0,15.0,1,month,active,2018-12-14 16:32:38,,1500.0
600,a46e917673,98c083284c,empresa-yearly,70,13.5,945.0,1,year,active,2018-12-14 16:24:37,,7875.0
601,a33b77d64e,67bda557be,individual-yearly,1,54.0,54.0,1,year,active,2018-12-14 16:30:33,,450.0
602,287df03017,9593377086,individual-monthly,1,5.0,5.0,1,month,cancelled,2020-02-09 22:03:51,2020-03-18 22:03:56,0.0
603,ed55e9faef,453af3279a,trial-daily,100,,,1,week,cancelled,2020-08-27 10:03:28,2020-09-10 10:03:57,0.0
604,ca98794e02,42a6654ca4,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-08-18 05:29:15,2020-12-27 05:29:21,0.0
605,d4bbe8740e,4b4fc201a1,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-02-07 20:28:57,2019-05-02 15:39:55,0.0
606,0b31fd9de6,5a4749d7f5,familia-yearly,1,162.0,162.0,1,year,cancelled,2019-03-11 19:11:03,2020-03-20 19:11:10,0.0
607,fa8420f922,d5b6b14aeb,trial-daily,20,,,1,week,cancelled,2020-06-24 17:04:25,2020-07-17 02:36:29,0.0
608,e41be4add4,a77a329641,trial-daily,11,,,1,week,cancelled,2019-01-03 20:59:58,2019-01-10 17:10:52,0.0
609,d61e183f32,cd18b5f842,familia-monthly,1,15.0,15.0,1,month,cancelled,2019-09-24 03:43:21,2020-04-02 03:43:24,0.0
610,d8c57dbcc2,08a026f526,empresa-yearly,40,21.6,864.0,1,year,active,2019-11-14 18:30:08,,7200.0
611,81f0e0aaff,a4523675ed,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-04-11 15:19:31,2019-10-20 15:19:39,0.0
612,1b35cddf9f,43033119db,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-09-02 19:03:55,2020-04-11 19:04:00,0.0
613,021bcf6fd6,d4ef8c1574,familia-monthly,1,15.0,15.0,1,month,active,2018-12-14 16:19:29,,1500.0
614,2d4477cd7b,4b705d3f65,familia-monthly,1,15.0,15.0,1,month,active,2018-12-14 16:28:04,,1500.0
615,344d70563b,7e12026867,familia-yearly,1,162.0,162.0,1,year,cancelled,2018-12-14 16:27:40,2019-01-22 03:00:11,0.0
616,f470de147b,9876a44667,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-01-31 02:43:46,2019-02-24 18:02:08,0.0
617,12445bf8a5,0db1d5f274,familia-monthly,1,15.0,15.0,1,month,active,2018-12-14 16:16:27,,1500.0
618,add8059b2e,4a5161f673,individual-monthly,1,5.0,5.0,1,month,active,2018-12-14 16:24:59,,500.0
619,eafe362e32,1ad6093967,individual-monthly,1,5.0,5.0,1,month,cancelled,2020-11-11 04:11:57,2020-12-13 18:50:57,0.0
620,2f0979a90d,6e8b868402,free-yearly,50,,,1,year,active,2020-06-27 15:35:19,,0.0
621,74aa4dabdb,ea06c14714,individual-monthly,1,5.0,5.0,1,month,active,2018-12-14 16:23:56,,500.0
622,376fd58232,c3d35bc178,familia-yearly,1,162.0,162.0,1,year,active,2018-12-14 16:32:40,,1350.0
623,de41342443,dd7f1ebaf7,familia-yearly,1,162.0,162.0,1,year,cancelled,2018-12-14 16:22:54,2020-09-30 03:00:18,0.0
624,c27ba3a51c,f99391e75b,familia-monthly,1,15.0,15.0,1,month,active,2019-05-19 23:51:40,,1500.0
625,895dce7121,a105e164fe,individual-monthly,1,5.0,5.0,1,month,active,2018-12-14 16:15:56,,500.0
626,5e48c88782,a44a031bbe,free-yearly,50,,,1,year,active,2020-06-26 23:11:56,,0.0
627,6ea8c2b54a,eb8c080e59,nonprofit-yearly-4,16,28.8,460.8,4,year,active,2020-04-09 14:22:52,,960.0
628,1b77b85d36,8cc0adde5e,familia-monthly,1,15.0,15.0,1,month,active,2018-12-14 16:25:38,,1500.0
629,518d45b690,7749ad2886,individual-monthly,1,5.0,5.0,1,month,active,2020-12-26 16:31:42,,250.0
630,5f13734090,74d1b079d7,familia-monthly,1,15.0,15.0,1,month,active,2018-12-14 16:21:41,,1500.0
631,34bb99be89,2f219b6dac,individual-monthly,1,5.0,5.0,1,month,cancelled,2018-12-14 16:33:12,2019-01-18 11:09:20,0.0
632,0727de57cd,83736e3a3f,empresa-monthly,48,1.52,72.96,1,month,active,2018-12-14 16:30:28,,7296.0
633,64c361b5ab,a66819e77a,individual-monthly,1,5.0,5.0,1,month,cancelled,2018-12-14 16:12:46,2019-04-24 23:13:24,0.0
634,20bcb5287f,7b9a22fe06,familia-monthly,1,15.0,15.0,1,month,cancelled,2020-05-12 22:23:53,2020-06-22 19:49:41,0.0
635,a139c21791,890e763d95,trial-daily,100,,,1,week,cancelled,2020-09-11 20:27:36,2020-09-25 20:27:40,0.0
636,1d0fcd8a29,eecb759f74,empresa-monthly,25,2.0,50.0,1,month,cancelled,2020-09-16 15:37:58,2020-12-25 15:38:04,0.0
637,f0212e09fa,f4a4830cc8,individual-monthly,1,5.0,5.0,1,month,cancelled,2020-06-10 23:57:12,2020-07-19 23:57:14,0.0
638,18fbffa720,2f3603997d,empresa-yearly,15,15.95,239.25,1,year,active,2018-12-14 16:19:47,,1994.0
639,e4dcf63446,ebcbc692ad,empresa-yearly,25,14.92,373.0,1,year,active,2019-02-19 13:39:14,,3108.0
640,b3850048cd,351538b9bb,familia-yearly,1,162.0,162.0,1,year,active,2018-12-14 16:31:22,,1350.0
641,79fa58cdc4,9841294cb9,nonprofit-yearly,15,11.16,167.4,1,year,cancelled,2019-02-19 13:38:41,2019-03-21 17:30:34,0.0
642,a4e487f763,655d5ed99c,individual-monthly,1,5.0,5.0,1,month,active,2020-08-17 17:05:40,,500.0
643,7f43956ccb,6cc1425766,familia-monthly,1,15.0,15.0,1,month,active,2018-12-14 16:32:42,,1500.0
644,1b359fae2d,37399d23ff,individual-monthly,1,5.0,5.0,1,month,active,2018-12-14 16:25:32,,500.0
645,812c121eb9,6666686cdd,individual-yearly,1,54.0,54.0,1,year,active,2018-12-14 16:33:17,,450.0
646,a811a32d5e,2564a7bda5,empresa-yearly-4,20,29.78,595.6,4,year,active,2018-12-14 16:16:23,,1241.0
647,8899ea056a,7f6eb6c717,individual-yearly,1,54.0,54.0,1,year,active,2020-12-18 13:47:36,,450.0
648,6557f5cc7f,e6b9fbfb11,nonprofit-yearly,60,,,1,year,non_renewing,2020-08-13 20:58:13,2021-08-13 21:58:13,0.0
649,f20a303d45,77dae23a7d,familia-yearly,1,162.0,162.0,1,year,cancelled,2018-12-14 16:27:45,2019-01-18 03:00:13,0.0
650,6ea1662184,37ef2535b6,familia-monthly,1,15.0,15.0,1,month,active,2018-12-14 16:18:36,,1500.0
651,45eb8336e1,6ad436b5f0,trial-daily,100,,,1,week,cancelled,2020-11-01 21:30:36,2020-11-16 02:11:25,0.0
652,06d22a62cb,ca8ec9191f,individual-yearly,1,54.0,54.0,1,year,cancelled,2018-12-14 16:28:03,2018-12-21 19:03:36,0.0
653,d04187e212,fbec88884f,individual-yearly,1,54.0,54.0,1,year,cancelled,2018-12-14 16:19:29,2019-03-01 03:00:25,0.0
654,67be2107c0,7f858206f0,free-yearly,50,,,1,year,active,2020-04-07 16:14:52,,0.0
655,029bf9443d,76c0a95d8d,free-yearly,50,,,1,year,active,2020-04-14 18:52:27,,0.0
656,9f9a13ad6e,f2fa152f23,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-11-02 21:42:11,2019-11-02 22:30:18,0.0
657,80ff98b1de,586c2750ff,individual-monthly,1,5.0,5.0,1,month,active,2020-10-15 02:02:06,,500.0
658,22e8bbbaf3,4d6cae4be0,free-yearly,50,,,1,year,active,2020-06-07 04:04:30,,0.0
659,ed89ee6bd2,c7112e30d4,individual-monthly,1,5.0,5.0,1,month,cancelled,2018-12-14 16:16:28,2019-01-31 03:00:04,0.0
660,3b923b6fcf,71ce0713a5,empresa-yearly,40,21.6,864.0,1,year,active,2021-01-06 17:22:46,,7200.0
661,f74011597c,e8f3d1c2d7,familia-yearly,1,162.0,162.0,1,year,cancelled,2019-03-13 21:52:31,2019-03-13 22:10:19,0.0
662,23286bc7df,52ef23e925,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-06-15 23:37:31,2019-07-24 23:37:35,0.0
663,99e59716ce,dc951f8f4c,familia-yearly,1,162.0,162.0,1,year,active,2018-12-14 16:16:28,,1350.0
664,68ebe381d1,fe83b76b73,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-11-29 17:06:09,2019-12-28 16:10:38,0.0
665,ccc8285c82,94251a4d4e,familia-monthly,1,15.0,15.0,1,month,cancelled,2018-12-14 16:27:22,2019-01-05 03:00:15,0.0
666,5c5763df9a,feec5814c7,familia-yearly,1,162.0,162.0,1,year,cancelled,2018-12-14 16:27:00,2019-02-24 03:00:12,0.0
667,b5aa859f23,bb2fe88894,individual-yearly,1,54.0,54.0,1,year,active,2018-11-30 20:14:37,,450.0
668,c098b2f9fe,923c066c8d,familia-monthly,1,15.0,15.0,1,month,active,2019-06-20 05:16:01,,1500.0
669,443f1ad146,1c7da70939,individual-monthly,1,5.0,5.0,1,month,active,2020-05-22 00:31:57,,500.0
670,cb58e06cf5,cc433a9824,empresa-monthly,190,1.13,214.7,1,month,active,2018-12-14 16:26:09,,21470.0
671,bac52b41bb,6e1062588f,trial-daily,100,,,1,week,cancelled,2020-11-05 17:34:59,2020-11-19 17:37:45,0.0
672,4cb69b7582,0ca2540364,individual-yearly,1,54.0,54.0,1,year,active,2020-09-19 21:00:25,,450.0
673,a1654559d0,e9d654cd48,free-yearly,50,,,1,year,active,2020-06-07 02:13:14,,0.0
674,d12c251e81,07c96c890c,individual-monthly,1,5.0,5.0,1,month,cancelled,2018-12-14 16:12:23,2019-01-06 13:59:06,0.0
675,2c760a4d0e,4f129c2c77,empresa-yearly-2,74,31.13,2303.62,2,year,active,2019-06-25 19:54:34,,9598.0
676,b6d1059b50,04342981f1,trial-daily,100,,,1,week,cancelled,2020-10-13 03:26:47,2020-10-27 03:27:18,0.0
677,dfcdddea9a,481f1dd5bf,individual-monthly,1,5.0,5.0,1,month,active,2018-12-14 16:24:44,,500.0
678,2d4e23b8c6,e962122ce8,familia-yearly,1,162.0,162.0,1,year,cancelled,2018-12-14 16:32:09,2020-05-28 19:05:57,0.0
679,c8bcf61a70,b2d5d82eec,individual-monthly,1,5.0,5.0,1,month,cancelled,2018-12-14 16:12:44,2020-07-14 04:01:51,0.0
680,8f01d63f1a,bc2c36c9cc,individual-monthly,1,5.0,5.0,1,month,cancelled,2019-02-03 12:48:55,2019-08-05 05:06:23,0.0
681,cf5b52745f,2d11d254ab,trial-daily,35,,,1,week,cancelled,2019-06-04 16:48:09,2019-06-14 20:02:20,0.0
682,0d3f825f02,2d3d0468b0,individual-monthly,1,5.0,5.0,1,month,cancelled,2020-01-04 13:37:17,2020-01-04 14:07:12,0.0
683,7e35e12551,258d528554,individual-monthly,1,5.0,5.0,1,month,cancelled,2018-12-14 16:16:42,2019-01-22 03:00:10,0.0
684,b4a019aea6,b0719aae14,familia-monthly,1,15.0,15.0,1,month,active,2018-12-14 16:15:51,,1500.0
685,41e7ebe586,998c29dd98,individual-monthly,1,5.0,5.0,1,month,active,2019-12-14 16:54:54,,500.0
686,6008b06205,b250959ad2,free-yearly,50,,,1,year,cancelled,2020-05-05 14:15:25,2020-05-08 01:06:13,0.0
687,44ba371d1e,20e1e99700,trial-daily,100,,,1,week,cancelled,2020-11-18 16:04:26,2020-12-02 16:09:17,0.0
688,1ff67e6f64,021d273cbf,familia-monthly,1,15.0,15.0,1,month,active,2018-12-14 16:33:00,,1500.0
689,cb4f1e0383,da6daae353,individual-monthly,1,5.0,5.0,1,month,active,2020-09-10 00:13:14,,500.0
690,7f9fd9554f,b07495a496,empresa-monthly,50,2.0,100.0,1,month,active,2019-05-30 16:18:37,,10000.0
691,5d6b2b55d2,bbba438d7a,individual-monthly,1,5.0,5.0,1,month,cancelled,2018-12-14 16:28:22,2019-11-22 03:00:18,0.0
