,id,user_id,created_at,type,os,state
9640,73f4df3edf,b5b9990388,2017-11-15 15:04:10,Tablet,Ios,deleted
9641,aee7467db4,b5b9990388,2017-11-15 15:06:17,Tablet,Ios,deleted
9642,172f672246,b5b9990388,2017-11-15 15:10:10,Tablet,Ios,deleted
9643,d96fd67f7e,b5b9990388,2017-11-15 15:12:23,Tablet,Ios,deleted
9644,b58d7917c5,b5b9990388,2017-11-15 15:24:17,Tablet,Ios,deleted
9645,26a10ff3d5,b5b9990388,2017-11-15 15:26:42,Tablet,Ios,deleted
9646,1c490bcd2f,b5b9990388,2017-11-16 13:51:15,Laptop,Mac,deleted
9647,7e59f54278,b5b9990388,2017-11-22 09:58:28,Laptop,Mac,deleted
9648,cc47865d67,b5b9990388,2017-11-22 10:11:37,Laptop,Mac,deleted
9649,4f254b80da,b5b9990388,2017-11-23 11:47:23,Laptop,Mac,deleted
9650,8cca778d3a,b5b9990388,2018-01-18 14:47:48,Laptop,Mac,deleted
9651,0c0c2bb706,b5b9990388,2018-02-21 13:29:33,Tablet,Ios,deleted
9652,ffb81559d5,b5b9990388,2018-02-21 15:20:15,Tablet,Ios,deleted
9653,83b9e79178,b5b9990388,2018-02-22 09:00:33,Tablet,Ios,deleted
9654,58bc0afa61,b5b9990388,2018-02-22 09:09:20,Tablet,Ios,deleted
9655,d0d0728b7f,b5b9990388,2018-06-26 12:48:10,Laptop,Mac,deleted
9656,4fe5091996,b5b9990388,2018-06-26 12:57:51,Laptop,Mac,deleted
9657,1deb639111,b5b9990388,2018-06-26 13:42:28,Laptop,Mac,deleted
9658,d607eaba70,b5b9990388,2018-06-26 13:46:09,Laptop,Mac,deleted
9659,1f865970bf,b5b9990388,2018-07-02 11:43:28,Laptop,Mac,deleted
9660,5057782ee6,b5b9990388,2018-07-02 12:10:36,Laptop,Mac,deleted
9661,0b352de30a,b5b9990388,2018-07-02 13:31:42,Laptop,Mac,deleted
9662,711b0d7934,b5b9990388,2018-07-02 14:01:39,Laptop,Mac,deleted
9663,e598bef110,b5b9990388,2018-07-02 14:33:00,Laptop,Mac,deleted
9664,a3499cb870,b5b9990388,2018-07-30 09:23:33,Tablet,Ios,ok
9665,7394aa5608,b5b9990388,2018-07-30 11:52:48,Tablet,Ios,deleted
9666,a4503bf78a,b5b9990388,2018-08-29 11:09:41,Tablet,Ios,deleted
9667,44ea131a95,b5b9990388,2018-09-03 10:08:11,Tablet,Ios,deleted
9668,432fb2b032,b5b9990388,2018-09-03 10:21:04,Tablet,Ios,deleted
9669,c8d1cbd946,b5b9990388,2018-09-04 13:08:59,Tablet,Ios,deleted
9670,7175aee71d,b5b9990388,2018-09-04 13:11:24,Tablet,Ios,deleted
9671,b4903fcf7a,b5b9990388,2018-09-05 09:30:10,Tablet,Ios,deleted
9672,4b2025993a,b5b9990388,2018-09-05 12:03:17,Tablet,Ios,deleted
9673,4c1af80a80,b5b9990388,2018-09-05 13:41:31,Tablet,Ios,deleted
9674,af87e7092b,b5b9990388,2018-09-05 14:10:32,Tablet,Ios,deleted
9675,57b269ad52,b5b9990388,2018-09-05 14:35:22,Tablet,Ios,deleted
9676,724c42119a,b5b9990388,2018-09-05 14:50:58,Tablet,Ios,deleted
9677,0c300c936d,b5b9990388,2018-09-05 15:27:32,Tablet,Ios,deleted
9678,a18441133c,b5b9990388,2018-09-06 11:39:58,Tablet,Ios,deleted
9679,7b68af4452,b5b9990388,2018-09-06 11:41:18,Tablet,Ios,deleted
9680,10818e7749,b5b9990388,2018-09-06 12:52:57,Tablet,Ios,deleted
9681,33075b173d,b5b9990388,2018-09-06 12:53:59,Tablet,Ios,deleted
9682,b56f1308f8,b5b9990388,2018-09-06 13:37:56,Tablet,Ios,deleted
9683,cb7c3092f7,b5b9990388,2018-09-06 13:45:01,Tablet,Ios,deleted
9684,0c1d2196af,b5b9990388,2018-09-10 09:52:10,Laptop,Mac,deleted
9685,a482ea0743,b5b9990388,2018-09-10 10:15:15,Laptop,Mac,deleted
9686,1e5c4a5583,b5b9990388,2018-09-10 11:32:47,Laptop,Mac,deleted
9687,8cdb38f406,b5b9990388,2018-09-11 07:16:53,Tablet,Ios,deleted
9688,92a157190f,b5b9990388,2018-09-11 07:18:36,Tablet,Ios,deleted
9689,1bb0f4e17d,b5b9990388,2018-09-11 07:20:11,Tablet,Ios,deleted
9690,9dc5d0f7c5,b5b9990388,2018-09-11 07:21:48,Tablet,Ios,deleted
9691,2cbdba5e43,b5b9990388,2018-09-11 08:02:43,Tablet,Ios,deleted
9692,516bb4fa08,b5b9990388,2018-09-11 13:51:15,Tablet,Ios,deleted
9693,63b0b32a5d,b5b9990388,2018-09-11 13:51:43,Tablet,Ios,deleted
9694,1eb50b5830,b5b9990388,2018-09-11 14:34:05,Tablet,Ios,deleted
9695,adfc25d077,b5b9990388,2018-09-11 14:35:25,Tablet,Ios,deleted
9696,4bbeffa750,b5b9990388,2018-09-19 08:20:18,Laptop,Mac,deleted
9697,8ecf2b61c7,b5b9990388,2018-10-15 12:40:22,Tablet,Ios,deleted
9698,e3184f0bc1,b5b9990388,2018-10-15 13:07:36,Tablet,Ios,deleted
9699,5eca6679c0,b5b9990388,2018-10-15 13:19:51,Tablet,Ios,deleted
9700,95c4a148ad,b5b9990388,2018-10-15 13:26:32,Tablet,Ios,deleted
9701,bd283d9dae,b5b9990388,2018-10-15 14:05:03,Tablet,Ios,deleted
9702,a61ddfc95d,b5b9990388,2018-10-15 14:15:41,Tablet,Ios,deleted
9703,24d6475d26,b5b9990388,2018-10-15 14:22:38,Tablet,Ios,deleted
9704,66afec0f8b,b5b9990388,2018-10-15 14:27:27,Tablet,Ios,deleted
9705,0d43ee0d8f,b5b9990388,2018-10-16 10:13:26,Tablet,Ios,deleted
9706,81631b8034,b5b9990388,2018-10-16 14:01:24,Tablet,Ios,deleted
9707,9328ac4ca6,b5b9990388,2018-10-16 14:05:21,Tablet,Ios,deleted
9708,0d3818bd5a,b5b9990388,2018-11-12 14:38:20,Desktop,Mac,deleted
9709,341359bfa8,b5b9990388,2019-01-07 11:08:46,Laptop,Mac,deleted
9710,2d837628d3,b5b9990388,2019-01-09 08:21:05,Laptop,Mac,deleted
9711,65cdac99b4,b5b9990388,2019-01-09 08:26:35,Laptop,Mac,deleted
9712,afc6e3e7af,b5b9990388,2019-01-09 08:39:09,Laptop,Mac,deleted
9713,a8a7a9219d,b5b9990388,2019-01-09 09:23:25,Laptop,Mac,deleted
9714,18addbe31e,b5b9990388,2019-01-09 10:23:20,Tablet,Ios,deleted
9715,fd0af81748,b5b9990388,2019-01-09 10:34:14,Tablet,Ios,deleted
9716,02356c8c0f,b5b9990388,2019-01-09 10:37:06,Tablet,Ios,deleted
9717,2d306ed279,b5b9990388,2019-01-09 10:39:07,Tablet,Ios,deleted
9718,e4ef4054ae,b5b9990388,2019-01-09 10:41:39,Tablet,Ios,deleted
9719,9b91f46714,b5b9990388,2019-01-09 10:44:22,Tablet,Ios,deleted
9720,b42320597c,b5b9990388,2019-01-09 10:45:42,Tablet,Ios,deleted
9721,323a814bbd,b5b9990388,2019-01-09 11:29:46,Tablet,Ios,deleted
9722,68bca06d0a,b5b9990388,2019-01-09 11:31:12,Tablet,Ios,deleted
9723,a2586d8a11,b5b9990388,2019-01-09 11:33:02,Tablet,Ios,deleted
9724,312f13c903,b5b9990388,2019-01-09 11:35:18,Tablet,Ios,deleted
9725,29664b4e26,b5b9990388,2019-01-09 11:48:27,Tablet,Ios,deleted
9726,de107ad3f3,b5b9990388,2019-01-09 11:53:19,Tablet,Ios,deleted
9727,1df829d3cf,b5b9990388,2019-01-09 11:56:03,Tablet,Ios,deleted
9728,a0c57cc298,b5b9990388,2019-01-09 11:58:26,Tablet,Ios,deleted
9729,0843134b50,b5b9990388,2019-01-09 12:02:33,Tablet,Ios,deleted
9730,4409b6eb0f,b5b9990388,2019-01-09 12:07:22,Tablet,Ios,deleted
9731,4b2cc95e31,b5b9990388,2019-01-09 12:10:19,Tablet,Ios,deleted
9732,3f70e7e5ad,b5b9990388,2019-01-09 12:13:24,Tablet,Ios,deleted
9733,c47eb2cbab,b5b9990388,2019-01-09 12:16:01,Tablet,Ios,deleted
9734,c94dc5127a,b5b9990388,2019-01-09 12:18:57,Tablet,Ios,deleted
9735,7fccca1234,b5b9990388,2019-01-09 12:22:10,Tablet,Ios,deleted
9736,b50f759456,b5b9990388,2019-01-09 12:24:50,Tablet,Ios,deleted
9737,93ad9e53f1,b5b9990388,2019-01-09 12:28:59,Tablet,Ios,deleted
9738,be48dece56,b5b9990388,2019-01-09 12:32:19,Tablet,Ios,deleted
9739,4ab80e150a,b5b9990388,2019-01-09 12:38:17,Tablet,Ios,deleted
9740,9165382cea,b5b9990388,2019-01-10 08:48:31,Tablet,Ios,deleted
9741,bc0d9504a1,b5b9990388,2019-01-10 08:55:08,Tablet,Ios,deleted
9742,efd68e8866,b5b9990388,2019-01-10 08:59:14,Tablet,Ios,deleted
9743,e0179206b4,b5b9990388,2019-01-10 09:22:47,Tablet,Ios,deleted
9744,caf7e3f546,b5b9990388,2019-01-10 09:32:07,Tablet,Ios,deleted
9745,cea3d8f610,b5b9990388,2019-01-10 09:51:15,Tablet,Ios,deleted
9746,132ab86440,b5b9990388,2019-01-10 09:56:23,Tablet,Ios,deleted
9747,61dd15f117,b5b9990388,2019-01-10 10:00:08,Tablet,Ios,deleted
9748,e2a4cc3f22,b5b9990388,2019-01-10 10:04:36,Tablet,Ios,deleted
9749,842ade323a,b5b9990388,2019-01-10 10:07:54,Tablet,Ios,deleted
9750,98cdb5ee49,b5b9990388,2019-01-10 10:10:55,Tablet,Ios,deleted
9751,8efa45c005,b5b9990388,2019-01-10 10:29:57,Tablet,Ios,deleted
9752,09096079e5,b5b9990388,2019-01-10 10:40:52,Tablet,Ios,deleted
9753,6910f8cf2d,b5b9990388,2019-01-10 13:22:38,Tablet,Ios,deleted
9754,ff4195a367,b5b9990388,2019-01-10 13:31:38,Tablet,Ios,deleted
9755,ebc55191b5,b5b9990388,2019-01-10 14:04:07,Tablet,Ios,deleted
9756,3d092cc714,b5b9990388,2019-01-10 14:11:45,Tablet,Ios,deleted
9757,a48673660f,b5b9990388,2019-01-10 14:19:19,Tablet,Ios,deleted
9758,8ef42ef6c0,b5b9990388,2019-01-10 14:25:11,Tablet,Ios,deleted
9759,ec83e90bb3,b5b9990388,2019-01-10 14:31:31,Tablet,Ios,deleted
9760,3bbc21fa1f,b5b9990388,2019-01-10 14:37:50,Tablet,Ios,deleted
9761,8972a292b0,b5b9990388,2019-01-21 14:57:02,Laptop,Mac,deleted
9762,eabfc61a05,b5b9990388,2019-01-23 08:32:03,Tablet,Ios,deleted
9763,e50e31311c,b5b9990388,2019-01-23 08:45:09,Tablet,Ios,ok
9764,fb652f27bf,b5b9990388,2019-01-24 13:48:17,Laptop,Windows,deleted
9765,7b0550a91d,b5b9990388,2019-02-26 12:28:36,Laptop,Mac,deleted
9766,0589193e47,b5b9990388,2019-02-27 09:34:24,Laptop,Mac,deleted
9767,75c5736419,b5b9990388,2019-03-11 10:16:03,Laptop,Mac,deleted
9768,2a210b4eb2,b5b9990388,2019-03-12 09:17:34,Laptop,Mac,deleted
9769,3cc497e7b1,b5b9990388,2019-04-01 08:16:50,Laptop,Windows,ok
9770,b664f29dac,b5b9990388,2019-04-01 10:12:40,Laptop,Mac,deleted
9771,7b3b76dc06,b5b9990388,2019-04-01 14:16:35,Laptop,Windows,deleted
9772,348869efeb,b5b9990388,2019-04-09 09:48:46,Laptop,Mac,deleted
9773,8a75157c6a,b5b9990388,2019-04-11 10:03:46,Laptop,Mac,deleted
9774,32a8257284,b5b9990388,2019-04-23 13:02:10,Tablet,Ios,deleted
9775,728c628513,b5b9990388,2019-04-23 13:10:15,Tablet,Ios,ok
9776,050d40637e,b5b9990388,2019-04-23 13:13:21,Tablet,Ios,deleted
9777,6b0b0e0aec,b5b9990388,2019-04-23 13:15:00,Tablet,Ios,deleted
9778,dd856102c1,b5b9990388,2019-04-23 13:19:01,Tablet,Ios,ok
9779,f5e1f6a9a2,b5b9990388,2019-04-23 13:23:09,Tablet,Ios,ok
9780,d1b39d0536,b5b9990388,2019-04-23 13:27:29,Tablet,Ios,deleted
9781,12f4d2ad40,b5b9990388,2019-04-23 13:38:05,Tablet,Ios,ok
9782,a1ab0cb84a,b5b9990388,2019-04-23 13:45:26,Tablet,Ios,ok
9783,d253c9df1e,b5b9990388,2019-04-23 13:51:24,Tablet,Ios,ok
9784,5d352d68d7,b5b9990388,2019-04-23 13:57:43,Tablet,Ios,ok
9785,ef9519e0d5,b5b9990388,2019-04-23 14:02:47,Tablet,Ios,ok
9786,36b29af1a6,b5b9990388,2019-04-23 14:07:15,Tablet,Ios,ok
9787,47fb75330b,b5b9990388,2019-04-23 14:12:38,Tablet,Ios,ok
9788,0117d41c5b,b5b9990388,2019-04-23 14:16:47,Tablet,Ios,ok
9789,b8be1eeb50,b5b9990388,2019-04-23 14:21:36,Tablet,Ios,ok
9790,cf93285e9a,b5b9990388,2019-04-23 14:25:28,Tablet,Ios,ok
9791,9c4b35c45b,b5b9990388,2019-04-23 14:29:28,Tablet,Ios,deleted
9792,ae68a55e07,b5b9990388,2019-04-24 07:25:01,Tablet,Ios,ok
9793,92451a4835,b5b9990388,2019-04-24 07:29:05,Tablet,Ios,deleted
9794,4e03de8ab4,b5b9990388,2019-04-24 07:32:53,Tablet,Ios,ok
9795,9daa3b74c7,b5b9990388,2019-04-24 07:36:36,Tablet,Ios,deleted
9796,4286b0800e,b5b9990388,2019-04-24 08:09:31,Tablet,Ios,ok
9797,93adb8c03a,b5b9990388,2019-04-24 08:12:38,Tablet,Ios,ok
9798,8bdce4e86c,b5b9990388,2019-04-24 08:48:11,Tablet,Ios,ok
9799,cc999ca002,b5b9990388,2019-04-24 08:54:01,Tablet,Ios,ok
9800,ea0d185a93,b5b9990388,2019-04-24 08:59:41,Tablet,Ios,deleted
9801,4a69225b20,b5b9990388,2019-04-24 09:03:39,Tablet,Ios,ok
9802,c012023c81,b5b9990388,2019-04-24 09:08:01,Tablet,Ios,deleted
9803,a079bbcf0e,b5b9990388,2019-04-24 10:05:39,Tablet,Ios,deleted
9804,465bf1f1cc,b5b9990388,2019-04-24 10:10:04,Tablet,Ios,deleted
9805,e42c7c8e68,b5b9990388,2019-04-24 10:49:09,Tablet,Ios,deleted
9806,0794b86f9d,b5b9990388,2019-04-24 10:54:02,Tablet,Ios,deleted
9807,557a93689e,b5b9990388,2019-04-24 10:57:02,Tablet,Ios,deleted
9808,c46fe7bba6,b5b9990388,2019-04-24 11:00:19,Tablet,Ios,deleted
9809,53218d6cc8,b5b9990388,2019-04-24 11:03:40,Tablet,Ios,deleted
9810,4e08996d0e,b5b9990388,2019-04-24 11:06:24,Tablet,Ios,deleted
9811,62c9388ba9,b5b9990388,2019-04-24 11:09:13,Tablet,Ios,deleted
9812,a90492d3f6,b5b9990388,2019-04-24 11:12:08,Tablet,Ios,deleted
9813,1fcdcf6547,b5b9990388,2019-04-24 12:16:44,Tablet,Ios,deleted
9814,07df70fff3,b5b9990388,2019-04-24 12:42:32,Tablet,Ios,deleted
9815,f9fbd567db,b5b9990388,2019-04-24 12:45:31,Tablet,Ios,deleted
9816,315b8ffd5f,b5b9990388,2019-04-24 12:49:40,Tablet,Ios,deleted
9817,4a7206a585,b5b9990388,2019-04-24 12:53:03,Tablet,Ios,deleted
9818,354283def6,b5b9990388,2019-04-24 12:56:14,Tablet,Ios,deleted
9819,c744f97f3f,b5b9990388,2019-04-24 12:59:12,Tablet,Ios,deleted
9820,069e28b753,b5b9990388,2019-04-24 13:01:51,Tablet,Ios,deleted
9821,e1bf0332ee,b5b9990388,2019-04-24 13:08:30,Tablet,Ios,deleted
9822,fc267228ce,b5b9990388,2019-04-24 13:16:47,Tablet,Ios,deleted
9823,e35c3d32e9,b5b9990388,2019-04-24 13:21:35,Tablet,Ios,deleted
9824,7d0749d33c,b5b9990388,2019-04-24 13:26:16,Tablet,Ios,deleted
9825,e2514a740b,b5b9990388,2019-04-24 13:29:13,Tablet,Ios,deleted
9826,7e5780e799,b5b9990388,2019-04-25 05:57:30,Tablet,Ios,deleted
9827,47a33abae6,b5b9990388,2019-04-25 09:38:20,Tablet,Ios,deleted
9828,3cc23ce342,b5b9990388,2019-04-25 09:41:18,Tablet,Ios,deleted
9829,406276a6f6,b5b9990388,2019-04-25 09:44:58,Tablet,Ios,deleted
9830,39ba79bc86,b5b9990388,2019-04-25 11:00:08,Tablet,Ios,deleted
9831,6c7b9f8105,b5b9990388,2019-04-25 12:14:23,Tablet,Ios,deleted
9832,0761db9e45,b5b9990388,2019-04-25 12:18:21,Tablet,Ios,deleted
9833,be2945385b,b5b9990388,2019-04-25 12:33:09,Tablet,Ios,deleted
9834,20978626b8,b5b9990388,2019-04-25 12:59:08,Tablet,Ios,deleted
9835,c4780c0d03,b5b9990388,2019-04-25 13:03:59,Tablet,Ios,deleted
9836,40b2fe530c,b5b9990388,2019-04-25 13:19:49,Tablet,Ios,deleted
9837,7216e3613b,b5b9990388,2019-04-25 13:23:04,Tablet,Ios,deleted
9838,cdb5518c85,b5b9990388,2019-04-25 13:44:40,Tablet,Ios,deleted
9839,352bb499de,b5b9990388,2019-04-25 13:46:23,Tablet,Ios,deleted
9840,d9e98a5eab,b5b9990388,2019-04-25 14:09:56,Tablet,Ios,deleted
9841,bdfe4bb3a3,b5b9990388,2019-04-25 14:16:51,Tablet,Ios,deleted
9842,535699bc07,b5b9990388,2019-04-29 11:01:28,Tablet,Ios,deleted
9843,fff4864db9,b5b9990388,2019-05-06 09:39:18,Tablet,Ios,deleted
9844,14c08fd049,b5b9990388,2019-05-06 09:44:20,Tablet,Ios,deleted
9845,cab1993f23,b5b9990388,2019-05-06 10:25:36,Tablet,Ios,deleted
9846,f712afb758,b5b9990388,2019-05-06 11:19:06,Tablet,Ios,deleted
9847,95f58de10f,b5b9990388,2019-05-06 11:22:00,Tablet,Ios,deleted
9848,100d18bb6a,b5b9990388,2019-05-06 13:46:43,Tablet,Ios,deleted
9849,f5c35193c6,b5b9990388,2019-06-03 14:34:08,Laptop,Mac,deleted
9850,c4ab27abdf,b5b9990388,2019-06-05 08:52:29,Tablet,Ios,deleted
9851,870de7e5af,b5b9990388,2019-06-05 08:55:06,Tablet,Ios,deleted
9852,dc2e415cd6,b5b9990388,2019-06-05 09:00:32,Tablet,Ios,deleted
9853,e799f12e63,b5b9990388,2019-06-05 09:01:47,Tablet,Ios,deleted
9854,4c687299da,b5b9990388,2019-06-05 09:05:12,Tablet,Ios,deleted
9855,0d38398dac,b5b9990388,2019-09-04 08:21:23,Tablet,Ios,deleted
9856,e3ea9702ab,b5b9990388,2019-09-04 08:23:44,Tablet,Ios,deleted
9857,13c8257dac,b5b9990388,2019-09-04 08:33:52,Tablet,Ios,deleted
9858,f3fe3500f0,b5b9990388,2019-09-04 09:26:16,Tablet,Ios,deleted
9859,cbc6937863,b5b9990388,2019-09-04 09:44:11,Tablet,Ios,deleted
9860,60163aea84,b5b9990388,2019-09-04 10:07:14,Tablet,Ios,deleted
9861,e22418bd73,b5b9990388,2019-09-04 11:07:53,Tablet,Ios,deleted
9862,fea4fef118,b5b9990388,2019-09-04 12:48:30,Tablet,Ios,deleted
9863,df58d09d30,b5b9990388,2019-09-04 12:58:07,Tablet,Ios,deleted
9864,e5683f5b3a,b5b9990388,2019-09-04 13:31:46,Tablet,Ios,deleted
9865,fe4b6d560f,b5b9990388,2019-09-04 13:55:35,Tablet,Ios,deleted
9866,64e073abdf,b5b9990388,2019-09-04 14:22:36,Tablet,Ios,deleted
9867,5f68cb97b5,b5b9990388,2019-09-04 14:36:14,Tablet,Ios,deleted
9868,e90e74d73f,b5b9990388,2019-09-05 07:12:57,Tablet,Ios,deleted
9869,6cf5f755a6,b5b9990388,2019-09-05 07:21:17,Tablet,Ios,deleted
9870,9150b23340,b5b9990388,2019-09-05 07:46:01,Tablet,Ios,deleted
9871,075eca929d,b5b9990388,2019-09-05 09:05:28,Tablet,Ios,deleted
9872,efd82499b1,b5b9990388,2019-09-05 09:13:24,Tablet,Ios,deleted
9873,ca67a11eb0,b5b9990388,2019-09-05 09:19:35,Tablet,Ios,deleted
9874,0688063e78,b5b9990388,2019-09-05 09:32:17,Tablet,Ios,deleted
9875,4bba6d3dcc,b5b9990388,2019-09-05 09:39:32,Tablet,Ios,deleted
9876,ace97070db,b5b9990388,2019-09-09 15:34:54,Tablet,Ios,deleted
9877,27e47dd083,b5b9990388,2019-09-09 15:36:29,Tablet,Ios,deleted
9878,1a7ed6571c,b5b9990388,2019-09-09 15:42:27,Tablet,Ios,deleted
9879,c788a5ed8c,b5b9990388,2019-09-09 15:48:54,Tablet,Ios,deleted
9880,55a2f04dc1,b5b9990388,2019-09-09 15:54:13,Tablet,Ios,deleted
9881,74e73bc360,b5b9990388,2019-09-09 15:58:04,Tablet,Ios,deleted
9882,58b83d2e28,b5b9990388,2019-09-09 16:01:02,Tablet,Ios,deleted
9883,04b7e2157b,b5b9990388,2019-10-16 11:43:35,Tablet,Ios,ok
9884,aadc520e8d,b5b9990388,2019-10-16 11:56:22,Tablet,Ios,ok
9885,9b37a98576,b5b9990388,2019-10-16 12:01:40,Tablet,Ios,ok
9886,39f1728ac0,b5b9990388,2019-10-16 12:06:19,Tablet,Ios,ok
9887,d3eca7d070,b5b9990388,2019-10-16 12:11:02,Tablet,Ios,ok
9888,08ec742bce,b5b9990388,2019-10-16 12:15:01,Tablet,Ios,ok
9889,1fae557caa,b5b9990388,2019-10-16 12:18:42,Tablet,Ios,ok
9890,651ecf0edf,b5b9990388,2019-10-16 12:22:16,Tablet,Ios,ok
9891,9c78306c6b,b5b9990388,2019-10-16 12:28:12,Tablet,Ios,ok
9892,126c98cd80,b5b9990388,2019-10-16 12:33:46,Tablet,Ios,ok
9893,d34caa3c2d,b5b9990388,2019-10-16 12:37:26,Tablet,Ios,ok
9894,f19d00ee94,b5b9990388,2019-10-16 12:47:00,Tablet,Ios,ok
9895,14c86ef1d0,b5b9990388,2019-10-16 12:50:47,Tablet,Ios,ok
9896,f5e574ca24,b5b9990388,2019-10-16 12:58:40,Tablet,Ios,ok
9897,a4833904e3,b5b9990388,2019-10-16 13:02:25,Tablet,Ios,ok
9898,6b5135d925,b5b9990388,2019-10-16 13:06:37,Tablet,Ios,ok
9899,4d1cc31f89,b5b9990388,2019-10-16 13:11:04,Tablet,Ios,ok
9900,64518ec20a,b5b9990388,2019-10-16 13:25:29,Tablet,Ios,missing
9901,e16c4ee834,b5b9990388,2019-10-16 13:35:51,Tablet,Ios,ok
9902,c48b4374e1,b5b9990388,2019-10-16 13:44:37,Tablet,Ios,ok
9903,bd9889e5d7,b5b9990388,2019-10-16 13:49:10,Tablet,Ios,ok
9904,8634825ede,b5b9990388,2019-10-16 13:53:42,Tablet,Ios,ok
9905,fc75d92398,b5b9990388,2019-10-16 14:29:59,Tablet,Ios,ok
9906,bbc0c9f14c,b5b9990388,2019-10-18 09:51:37,Tablet,Ios,ok
9907,a9cd3bb31f,b5b9990388,2019-10-18 09:56:16,Tablet,Ios,ok
9908,01397ad7e8,b5b9990388,2019-10-18 10:00:25,Tablet,Ios,ok
9909,b76ef30f07,b5b9990388,2019-10-18 10:26:04,Tablet,Ios,ok
9910,4e1b0003d4,b5b9990388,2019-10-18 10:30:30,Tablet,Ios,ok
9911,30062e215f,b5b9990388,2019-10-18 10:34:24,Tablet,Ios,ok
9912,ed3c24d491,b5b9990388,2019-10-18 10:37:50,Tablet,Ios,ok
9913,ba07321490,b5b9990388,2019-10-18 10:41:03,Tablet,Ios,ok
9914,92be7e1d04,b5b9990388,2019-10-18 10:44:15,Tablet,Ios,ok
9915,9912ff73a5,b5b9990388,2019-10-18 10:47:59,Tablet,Ios,ok
9916,ef8b71fafb,b5b9990388,2019-10-18 11:59:57,Tablet,Ios,deleted
9917,3db415ba4f,b5b9990388,2019-10-18 12:18:21,Tablet,Ios,ok
9918,26cbaffd8f,b5b9990388,2019-10-18 12:25:23,Tablet,Ios,ok
9919,582fc81847,b5b9990388,2019-10-18 12:25:44,Tablet,Ios,ok
9920,b0911c88e9,b5b9990388,2019-10-18 12:31:13,Tablet,Ios,ok
9921,ca76d82a8b,b5b9990388,2019-10-18 12:31:14,Tablet,Ios,ok
9922,df57591146,b5b9990388,2019-10-18 12:40:20,Tablet,Ios,ok
9923,d8ccb8084f,b5b9990388,2019-10-18 12:41:03,Tablet,Ios,ok
9924,fa4058c793,b5b9990388,2019-10-18 12:45:49,Tablet,Ios,ok
9925,4fbfb7e227,b5b9990388,2019-10-18 12:45:52,Tablet,Ios,ok
9926,22ed0f1386,b5b9990388,2019-10-18 12:50:02,Tablet,Ios,ok
9927,c36dd68642,b5b9990388,2019-10-18 12:53:01,Tablet,Ios,ok
9928,3658f56317,b5b9990388,2019-10-18 12:54:09,Tablet,Ios,ok
9929,a3daa6b2d2,b5b9990388,2019-10-18 12:58:00,Tablet,Ios,ok
9930,1c80994e11,b5b9990388,2019-10-18 12:58:17,Tablet,Ios,ok
9931,a89dfda08e,b5b9990388,2019-10-18 13:02:43,Tablet,Ios,ok
9932,9aa9327e98,b5b9990388,2019-10-18 13:57:27,Tablet,Ios,deleted
9933,ee00aa8a51,b5b9990388,2019-10-18 13:59:25,Tablet,Ios,ok
9934,cc23435254,b5b9990388,2019-10-21 09:33:07,Tablet,Ios,deleted
9935,8122c9d1a9,b5b9990388,2019-10-21 10:00:09,Tablet,Ios,ok
9936,8950fab8b8,b5b9990388,2019-10-21 10:42:19,Tablet,Ios,ok
9937,1ba7e9ead0,b5b9990388,2019-10-21 10:48:21,Tablet,Ios,ok
9938,79f2341c01,b5b9990388,2019-10-21 10:52:22,Tablet,Ios,ok
9939,333f751424,b5b9990388,2019-10-21 10:59:22,Tablet,Ios,ok
9940,35a718a09f,b5b9990388,2019-10-21 11:01:01,Tablet,Ios,ok
9941,e9001f08e6,b5b9990388,2019-10-21 11:06:33,Tablet,Ios,deleted
9942,e288e2150c,b5b9990388,2019-10-21 12:15:34,Tablet,Ios,ok
9943,1ae33401c7,b5b9990388,2019-10-21 12:50:57,Tablet,Ios,ok
9944,861989ebce,b5b9990388,2019-10-22 06:22:01,Tablet,Ios,deleted
9945,161e3c59a4,b5b9990388,2019-10-22 06:25:14,Tablet,Ios,ok
9946,74ca152d05,b5b9990388,2019-10-22 06:28:39,Tablet,Ios,ok
9947,4851febafd,b5b9990388,2019-10-22 06:40:51,Tablet,Ios,ok
9948,25e97cadaa,b5b9990388,2019-10-22 06:42:13,Tablet,Ios,ok
9949,f424d870e5,b5b9990388,2019-10-22 06:43:36,Tablet,Ios,ok
9950,110bb780ee,b5b9990388,2019-10-22 07:01:52,Tablet,Ios,ok
9951,6722820e8a,b5b9990388,2019-10-22 07:05:07,Tablet,Ios,ok
9952,a899161388,b5b9990388,2019-10-22 07:22:22,Tablet,Ios,ok
9953,9f38d4905b,b5b9990388,2019-10-22 07:27:50,Tablet,Ios,ok
9954,a678e6c2b8,b5b9990388,2019-10-22 08:00:21,Tablet,Ios,ok
9955,cdcc976a85,b5b9990388,2019-10-22 08:01:32,Tablet,Ios,ok
9956,2f8ebd25b3,b5b9990388,2019-10-22 08:02:52,Tablet,Ios,deleted
9957,cb1749d1a8,b5b9990388,2019-10-22 08:04:55,Tablet,Ios,ok
9958,e06139eb75,b5b9990388,2019-10-29 12:11:14,Tablet,Ios,ok
9959,4573927db2,b5b9990388,2019-10-29 12:14:26,Tablet,Ios,deleted
9960,5422a41fc9,b5b9990388,2019-10-29 12:19:53,Tablet,Ios,ok
9961,88f67a627f,b5b9990388,2019-10-29 12:26:18,Tablet,Ios,ok
